HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.76947269268739
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.54821449377157
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.78274647407012
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.96732041003281
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.78274647407012
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,11.99228518913999
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,12.492645352863956
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.298966271455122
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.512383862899288
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1252,13.019947411191485
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.430982635772097
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,12.127867831228782
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.383959383034016
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,10.959922762305052
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.10854250343196
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,12.637738172007465
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.436172510655013
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,12.699038732975398
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,163,11.005028880710118
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,11.062190987414528
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.780059847413037
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.37049747183795
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.36148538576691
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.89147833226822
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.198324303167183
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.828961730918538
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.253595340132641
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.568852009259235
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.372785518140974
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.65671803195308
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.032558192096367
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.21268573080042
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.685680010918604
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,10.896405936645174
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.668338205206965
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.97292294930522
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,11.268532740616845
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.738778149372832
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,11.239882384368588
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.657654506155406
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.216350635570135
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,1980,9,1060,11.439494186884346
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.59966758106785
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.93826985160017
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.416746775745986
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,12.593679235337024
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.534930250000462
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,11.97849427492585
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.034018316772512
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,11.841783069440519
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,12.314962924238245
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.741358999617526
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,12.063650417731521
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.154978283509006
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,11.86070496147059
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.86382878508571
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.975709344430758
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.935929201553744
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,12.79680219810959
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,13.048934251705282
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.588739844962333
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.841783069440519
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,12.794348079853945
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,11.915432870050607
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,11.000615406642888
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.38024861693771
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.340433069413299
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,12.768210963495537
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.73676617241622
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.365266302432104
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.32679801494068
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,12.383959383034016
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,12.451963503920148
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,11.222279003054432
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.72000467288991
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.970122437946516
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,12.78942449114218
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,12.837626297535111
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,12.921101173702333
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,12.445018677347818
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.290868653734826
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,11.873316495697738
terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,839,12.725708346346588
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,12.214878757658266
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.156173116242744
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,12.629079657489251
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.201637826240061
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.123071399026768
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,12.685432369699933
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,11.075985169527042
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.36024037730458
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.842789676413203
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.626176745488479
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,12.654833485944758
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.210482906018722
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.738778149372832
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,11.339405064129343
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.170030874182908
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.298966271455122
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,13.223288671994094
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.79680219810959
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,12.671641455485796
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,12.885855925631986
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,11.97849427492585
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.330712121983044
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.434510159065493
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.685432369699933
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,13.05841348299205
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.101200899294
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.32679801494068
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,11.689329548000146
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.502563308188346
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.296385064789591
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,273,11.339405064129343
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.673248491714386
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.66885967262911
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,12.679937560408282
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,11.89147833226822
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.365387870413215
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.219255370326987
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,11.762266836943965
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,11.97292294930522
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.930114907014943
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,11.486016648413012
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,13.035512714772182
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,12.137392225225268
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,12.581926983379812
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.043030049531263
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.486016648413012
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.005028880710118
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.306994324111145
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,12.541279796553658
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.455417914065778
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.262873097098801
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.298966271455122
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.450750656985322
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.014047387520858
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,12.837626297535111
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.429216196844383
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.643469143597118
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,11.53046081805929
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.179163828972955
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.294925658999173
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,11.762266836943965
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.103015493074828
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.577636201962656
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,12.749114701955978
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,12.076322665772274
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.306994324111145
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.294925658999173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,12.905832911360365
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,12.10854250343196
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.310986561477193
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,12.2365727521785
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.398662139500745
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,12.685432369699933
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.320900206960912
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.505847554011094
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.365266302432104
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.660733213732307
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.634860322456136
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.796170207017076
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,11.862765101329167
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,12.85627318026259
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,12.569360674739151
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,12.649167458218692
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,11.60581453443263
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,12.743959781144863
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.257806093036127
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.730957966906306
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,12.738778149372832
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.032558192096367
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,213,11.224643212446415
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,12.420324785138387
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.448973438477712
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,10.4744106003507
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,11.034018316772512
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.24512026678084
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,12.704429860744744
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.179163828972955
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.098743526777502
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.4023053257368
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.372785518140974
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.58462893708112
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.198940484097395
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.532696546096572
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.240855641952603
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,11.921332906832516
terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,644,12.566278847232724
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.413155918217868
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.838589502874838
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.286795122108467
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,12.068739750629074
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.80281509896401
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.156173116242744
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.132641367444291
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.27447400877728
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.690897150985462
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.09380499712438
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.455417914065778
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.4023053257368
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,12.764421917487008
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,12.05853505097316
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.615951332786214
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.986046394336999
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.997749970425517
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.156173116242744
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,12.083854162805563
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,10.79285919505902
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,12.438025282665697
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.649211809228195
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.445018677347818
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.664670854543477
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,12.446757445621044
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,10.883203686260382
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.116261512815132
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.505847554011094
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.062190987414528
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,12.750400741350166
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.512383862899288
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,12.198297497251174
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,11.78948086495026
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.383959383034016
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.515636065594169
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,12.322476953400276
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.671641455485796
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.142120619037657
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,12.09380499712438
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.8723110095329
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,12.219255370326987
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,12.842321378456028
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,12.685432369699933
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.71778187879828
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,11.86070496147059
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.932935027070254
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.883611141906965
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,11.055229781258411
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.505847554011094
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.179163828972955
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.104504859103015
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.040425298220613
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,11.062190987414528
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.2365727521785
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,12.495962279523955
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,11.85443499310871
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,12.685432369699933
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,12.05853505097316
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.569360674739151
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,12.84932029680269
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.777001343365509
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.611537753638338
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,1035,13.019947411191485
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.206072645530174
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.334610968503377
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.10854250343196
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.034018316772512
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,12.306994324111145
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.97849427492585
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.4023053257368
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.825726888214973
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.00014376467812
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.87003557869415
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.18821412722886
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.30731481019832
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.254438910343158
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.485978309945345
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,12.223612911694648
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,11.613847143551201
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.534930250000462
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.208679245395123
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,12.146826760319465
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.690897150985462
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.298966271455122
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.631294995271666
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,12.170030874182908
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.777001343365509
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.26199918981918
